,age,educational-num,capital-gain,capital-loss,hours-per-week,workclass,marital-status,occupation,relationship,race,gender,native-country
28799,60,15,3781,0,16,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
29756,21,10,0,0,15,Private,Never-married,Adm-clerical,Own-child,White,Female,United-States
14511,59,9,0,0,45,Private,Divorced,Exec-managerial,Other-relative,White,Female,United-States
47711,57,9,0,0,45,Self-emp-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
46988,27,9,0,0,15,Unknown,Married-civ-spouse,Unknown,Own-child,White,Female,United-States
13700,54,9,0,0,40,Private,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
10660,20,10,0,1602,40,Private,Never-married,Transport-moving,Own-child,White,Male,United-States
48435,34,9,0,0,44,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
44464,32,10,0,0,50,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,Germany
22423,59,5,0,0,40,Local-gov,Married-civ-spouse,Other-service,Husband,White,Male,United-States
20188,28,9,0,0,40,Private,Never-married,Adm-clerical,Not-in-family,White,Male,United-States
17672,40,4,0,1887,40,Local-gov,Married-civ-spouse,Craft-repair,Husband,Black,Male,Unknown
14186,33,13,0,1902,45,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
34050,42,9,0,1977,60,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,White,Male,Italy
41197,44,11,0,0,40,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
7523,33,13,0,0,40,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
35404,20,9,0,0,45,Private,Never-married,Priv-house-serv,Not-in-family,White,Female,United-States
2845,32,11,0,0,35,Private,Never-married,Adm-clerical,Own-child,White,Female,Cuba
8470,65,2,0,0,35,Private,Married-civ-spouse,Other-service,Husband,White,Male,Mexico
42026,41,10,0,0,40,Self-emp-inc,Divorced,Machine-op-inspct,Not-in-family,White,Female,Honduras
3245,21,10,0,0,20,Private,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
47792,31,16,0,0,40,Private,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,China
36870,25,13,0,0,40,Local-gov,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
15298,41,9,7688,0,40,Private,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
29923,34,10,0,0,35,Private,Never-married,Sales,Unmarried,White,Male,United-States
27397,52,14,15024,0,60,Self-emp-inc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
15269,57,6,0,0,40,Private,Widowed,Transport-moving,Not-in-family,White,Male,United-States
10859,54,9,0,0,55,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
44016,31,9,0,0,55,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
42225,28,10,0,0,40,Private,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States
11514,41,10,0,0,40,State-gov,Married-civ-spouse,Adm-clerical,Husband,Black,Male,United-States
22634,29,9,0,0,40,Private,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States
36824,31,16,0,0,50,Private,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,Thailand
7800,23,3,0,0,35,Private,Never-married,Farming-fishing,Other-relative,White,Male,Mexico
16271,61,9,0,0,48,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
30171,47,9,0,0,25,Private,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,Philippines
14751,34,10,2174,0,50,Private,Never-married,Exec-managerial,Not-in-family,White,Female,United-States
18370,37,9,0,0,44,Private,Married-civ-spouse,Other-service,Husband,White,Male,United-States
30235,41,11,0,0,15,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
37923,46,10,0,0,17,Private,Divorced,Machine-op-inspct,Own-child,White,Female,United-States
38677,17,8,0,0,40,Unknown,Never-married,Unknown,Own-child,White,Female,United-States
27469,50,9,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,China
39639,37,13,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
19401,54,10,0,0,40,Private,Divorced,Adm-clerical,Unmarried,White,Female,United-States
40882,57,10,0,0,40,Federal-gov,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
17865,48,9,0,0,50,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
12904,21,11,0,0,40,Private,Never-married,Sales,Own-child,White,Female,United-States
15945,34,13,0,0,43,Local-gov,Never-married,Exec-managerial,Not-in-family,White,Female,United-States
26581,23,9,0,0,40,Private,Never-married,Transport-moving,Own-child,White,Male,United-States
25512,33,4,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
8966,34,9,0,0,48,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
2868,61,9,0,0,40,State-gov,Widowed,Adm-clerical,Not-in-family,White,Female,United-States
27944,64,7,0,0,40,Private,Widowed,Farming-fishing,Unmarried,White,Female,United-States
23666,25,13,27828,0,50,Private,Never-married,Farming-fishing,Own-child,White,Male,United-States
27556,29,9,0,0,40,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
9933,54,6,0,0,40,Local-gov,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
37534,37,9,0,0,40,Private,Divorced,Sales,Not-in-family,White,Male,United-States
39415,60,4,0,0,60,Self-emp-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
42889,60,9,0,0,40,Private,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
39447,21,12,0,0,10,Private,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
27610,29,9,0,0,40,Federal-gov,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
43642,20,10,0,0,35,Private,Never-married,Other-service,Own-child,White,Male,United-States
1583,21,13,0,0,30,Private,Never-married,Sales,Own-child,Black,Female,United-States
35602,23,9,0,0,48,Private,Never-married,Sales,Unmarried,White,Female,United-States
21684,32,13,0,0,40,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
40084,29,3,0,0,40,Private,Never-married,Other-service,Other-relative,White,Female,El-Salvador
3633,19,10,0,0,12,State-gov,Never-married,Other-service,Own-child,White,Female,United-States
11453,46,9,0,0,40,Private,Divorced,Craft-repair,Not-in-family,White,Male,United-States
17129,39,13,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
34982,34,13,0,0,15,Local-gov,Never-married,Prof-specialty,Other-relative,Black,Male,United-States
12257,30,11,0,0,40,Self-emp-not-inc,Separated,Sales,Not-in-family,White,Male,Mexico
17636,61,9,0,1848,60,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
31843,33,13,0,1564,52,Local-gov,Never-married,Tech-support,Not-in-family,Black,Male,United-States
17009,31,9,0,0,40,Private,Married-civ-spouse,Other-service,Husband,White,Male,Mexico
17872,26,13,0,0,40,Local-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
39455,43,3,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,Mexico
21702,63,10,0,0,20,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
8119,28,13,0,0,40,Local-gov,Never-married,Tech-support,Not-in-family,White,Male,United-States
2558,45,9,0,0,40,Self-emp-inc,Never-married,Sales,Unmarried,Asian-Pac-Islander,Male,United-States
16716,33,14,0,0,50,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
44458,28,10,0,0,40,State-gov,Divorced,Other-service,Unmarried,White,Male,United-States
36166,46,9,0,0,54,Private,Divorced,Transport-moving,Not-in-family,White,Male,United-States
14381,39,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
32897,37,9,0,0,47,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
1179,32,8,0,0,40,Private,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Male,United-States
17191,27,9,0,0,30,Private,Never-married,Sales,Not-in-family,White,Male,United-States
12895,50,9,0,1887,55,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
10474,36,13,0,0,50,Local-gov,Married-civ-spouse,Adm-clerical,Husband,Black,Male,Unknown
21116,28,6,0,0,40,Unknown,Never-married,Unknown,Unmarried,Black,Female,United-States
36754,43,13,0,0,40,Federal-gov,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
755,44,9,0,0,45,Self-emp-inc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
48658,28,9,0,0,70,Private,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
37990,25,13,0,0,35,Private,Never-married,Exec-managerial,Own-child,White,Male,United-States
10661,26,9,0,0,37,Private,Never-married,Transport-moving,Not-in-family,Black,Male,United-States
41466,28,10,0,0,45,Private,Never-married,Exec-managerial,Not-in-family,Black,Female,Jamaica
34666,43,13,0,0,50,Private,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,United-States
13112,72,10,0,0,21,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
3593,29,9,0,0,40,Private,Never-married,Handlers-cleaners,Unmarried,Black,Male,United-States
40851,34,13,0,0,35,Private,Separated,Exec-managerial,Not-in-family,White,Female,United-States
17688,39,12,0,0,50,Local-gov,Married-civ-spouse,Craft-repair,Wife,White,Female,United-States
25036,50,13,0,0,40,Local-gov,Separated,Prof-specialty,Not-in-family,White,Male,United-States
32300,41,11,0,0,80,Unknown,Divorced,Unknown,Not-in-family,White,Male,United-States
34245,18,7,0,0,25,Private,Never-married,Exec-managerial,Own-child,White,Female,United-States
23006,41,9,0,0,40,Private,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
7314,40,9,0,1485,40,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
27581,31,8,0,0,40,Private,Never-married,Handlers-cleaners,Not-in-family,Black,Male,Unknown
40788,57,9,0,0,40,Private,Widowed,Adm-clerical,Not-in-family,White,Female,United-States
3927,36,9,0,0,20,Self-emp-not-inc,Divorced,Craft-repair,Own-child,White,Male,United-States
13948,35,9,0,0,50,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
8323,45,13,0,0,40,Private,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
5327,26,9,0,0,30,Private,Married-civ-spouse,Other-service,Own-child,White,Female,United-States
18649,25,9,0,0,40,Private,Never-married,Craft-repair,Own-child,White,Male,United-States
31827,50,14,0,0,40,Self-emp-inc,Married-civ-spouse,Sales,Husband,White,Male,United-States
5686,49,11,0,0,40,Private,Divorced,Prof-specialty,Unmarried,Black,Female,United-States
10645,40,11,13550,0,50,Private,Divorced,Sales,Not-in-family,White,Male,United-States
5397,58,9,0,0,45,Private,Divorced,Adm-clerical,Unmarried,White,Female,United-States
19100,31,9,0,0,40,Private,Never-married,Other-service,Not-in-family,White,Female,United-States
15667,23,13,0,0,40,State-gov,Never-married,Prof-specialty,Not-in-family,Other,Female,Canada
34520,55,4,0,0,41,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
28756,38,9,0,0,45,Federal-gov,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
36469,57,9,0,0,57,Private,Widowed,Prof-specialty,Not-in-family,White,Female,United-States
12947,44,10,0,0,40,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
39719,20,7,0,0,25,Private,Never-married,Sales,Own-child,White,Female,United-States
1254,42,13,0,0,45,Self-emp-inc,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
21677,17,7,0,0,25,Private,Never-married,Other-service,Own-child,White,Male,United-States
20484,55,13,14084,0,45,Private,Separated,Exec-managerial,Not-in-family,White,Male,United-States
19317,71,13,0,0,6,Local-gov,Widowed,Prof-specialty,Unmarried,White,Female,United-States
46323,67,10,0,0,6,Unknown,Married-civ-spouse,Unknown,Husband,White,Male,United-States
18654,57,10,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,Poland
2500,27,13,0,0,40,Private,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
18253,26,14,8614,0,40,Private,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
34554,23,10,0,0,50,State-gov,Never-married,Other-service,Not-in-family,White,Male,United-States
44337,63,2,0,0,44,Private,Widowed,Machine-op-inspct,Unmarried,White,Female,Portugal
13432,17,6,0,0,20,Unknown,Never-married,Unknown,Own-child,White,Male,United-States
23030,54,9,0,0,40,Self-emp-inc,Divorced,Other-service,Not-in-family,White,Male,Canada
75,17,6,0,0,40,Unknown,Never-married,Unknown,Own-child,White,Male,United-States
41050,19,9,0,0,30,Private,Never-married,Other-service,Not-in-family,White,Female,United-States
31615,35,15,0,0,65,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
48703,47,9,0,0,32,Private,Divorced,Other-service,Unmarried,White,Female,United-States
36645,51,10,0,0,50,Private,Divorced,Exec-managerial,Unmarried,Black,Female,United-States
19595,47,7,0,0,40,Private,Never-married,Transport-moving,Not-in-family,Black,Male,United-States
5338,18,7,0,0,12,Private,Never-married,Sales,Own-child,White,Female,United-States
24890,59,14,0,0,40,Local-gov,Divorced,Prof-specialty,Not-in-family,White,Female,United-States
46237,68,10,0,0,12,Unknown,Married-civ-spouse,Unknown,Wife,White,Female,United-States
38594,26,6,0,0,99,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States
45541,28,10,0,0,60,Private,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,United-States
47674,26,9,0,0,35,Private,Never-married,Adm-clerical,Unmarried,White,Female,United-States
44433,19,10,0,0,15,Private,Never-married,Adm-clerical,Own-child,White,Female,United-States
33847,40,8,0,0,40,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,Cuba
36096,45,12,0,0,35,Private,Divorced,Adm-clerical,Unmarried,Black,Male,United-States
46535,60,9,10520,0,40,Federal-gov,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
18123,38,13,0,0,40,Private,Married-civ-spouse,Craft-repair,Wife,White,Female,United-States
24649,31,13,0,0,40,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
38856,53,13,0,0,50,Private,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,United-States
39996,25,12,0,0,50,Private,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
20448,31,10,0,0,35,Local-gov,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
34888,60,9,0,0,44,Private,Widowed,Other-service,Not-in-family,White,Female,United-States
8545,50,9,0,0,40,Local-gov,Never-married,Adm-clerical,Own-child,White,Female,United-States
36518,21,7,0,0,40,Private,Never-married,Farming-fishing,Unmarried,White,Male,United-States
11648,52,10,0,0,40,Private,Divorced,Machine-op-inspct,Not-in-family,White,Female,United-States
47070,20,9,0,0,40,Private,Never-married,Protective-serv,Own-child,White,Male,United-States
122,19,10,0,0,30,Private,Never-married,Protective-serv,Own-child,White,Male,United-States
9365,46,9,0,0,40,State-gov,Married-civ-spouse,Other-service,Husband,Black,Male,United-States
38632,33,13,0,0,40,Local-gov,Married-spouse-absent,Prof-specialty,Other-relative,Black,Male,Unknown
11761,23,9,0,0,40,Private,Never-married,Craft-repair,Own-child,White,Male,Unknown
894,36,9,0,0,60,Private,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
34790,30,9,0,0,40,Private,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Female,South
37999,22,9,0,0,20,Private,Never-married,Other-service,Unmarried,Other,Male,Puerto-Rico
32601,46,10,0,1887,40,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
33111,26,9,0,0,48,Private,Married-civ-spouse,Sales,Husband,White,Male,United-States
30434,36,10,2463,0,40,Private,Never-married,Adm-clerical,Not-in-family,White,Male,United-States
37379,20,10,0,0,40,Private,Never-married,Sales,Not-in-family,White,Female,United-States
23574,34,7,0,0,40,Private,Never-married,Other-service,Not-in-family,White,Female,Ireland
21914,21,9,0,0,40,Private,Never-married,Adm-clerical,Own-child,White,Male,United-States
41942,47,14,0,0,35,Local-gov,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
9812,26,10,0,0,40,Private,Divorced,Craft-repair,Own-child,White,Male,United-States
22108,54,10,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
48018,52,13,0,0,38,Private,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
45250,60,10,0,0,32,Private,Married-civ-spouse,Craft-repair,Husband,Other,Male,United-States
1604,39,10,0,0,40,Private,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
38809,30,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
30213,30,10,0,0,84,State-gov,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,United-States
1471,48,9,0,0,40,Private,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
48190,27,9,0,0,40,Private,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
40006,39,9,0,0,50,Private,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
27492,60,9,0,0,50,Self-emp-not-inc,Divorced,Craft-repair,Not-in-family,White,Male,United-States
36382,54,11,0,0,40,Local-gov,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States
45953,33,9,0,0,60,Self-emp-not-inc,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
